Date,Daily Average,Six Month Average,Amount Traded,Item ID
2019-05-30,37827,37903,80494,1079
2019-05-31,37879,37901,96701,1079
2019-06-01,37607,37889,132639,1079
2019-06-02,37566,37877,132110,1079
2019-06-03,37679,37868,87555,1079
2019-06-04,37763,37862,108640,1079
2019-06-05,37861,37860,9625,1079
2019-06-06,37892,37858,104935,1079
2019-06-07,37681,37851,117535,1079
2019-06-08,37592,37840,169034,1079
2019-06-09,37548,37826,18114,1079
2019-06-10,37722,37820,30133,1079
2019-06-11,37824,37817,94142,1079
2019-06-12,37906,37816,60112,1079
2019-06-13,37947,37817,74044,1079
2019-06-14,37979,37817,63794,1079
2019-06-15,38016,37819,34021,1079
2019-06-16,38043,37822,4757,1079
2019-06-17,37988,37823,61992,1079
2019-06-18,37973,37827,43610,1079
2019-06-19,37955,37829,51738,1079
2019-06-20,37973,37831,89143,1079
2019-06-21,37962,37834,46430,1079
2019-06-22,37987,37838,36966,1079
2019-06-23,38048,37843,383,1079
2019-06-24,37936,37843,50876,1079
2019-06-25,37926,37847,63422,1079
2019-06-26,37924,37854,52068,1079
2019-06-27,37932,37858,72752,1079
2019-06-28,37941,37862,30278,1079
2019-06-29,37951,37866,70492,1079
2019-06-30,37948,37869,13438,1079
2019-07-01,37935,37879,33111,1079
2019-07-02,37965,37893,82386,1079
2019-07-03,37917,37901,64442,1079
2019-07-04,37939,37907,43596,1079
2019-07-05,37927,37909,81684,1079
2019-07-06,37885,37909,49285,1079
2019-07-07,37930,37917,57998,1079
2019-07-08,37934,37928,47526,1079
2019-07-09,37930,37941,71135,1079
2019-07-10,37944,37948,2627,1079
2019-07-11,37949,37953,51273,1079
2019-07-12,37945,37954,99806,1079
2019-07-13,37942,37954,35424,1079
2019-07-14,37934,37952,25135,1079
2019-07-15,37943,37950,28281,1079
2019-07-16,38001,37948,54207,1079
2019-07-17,37990,37948,22804,1079
2019-07-18,37978,37949,53928,1079
2019-07-19,37930,37948,47490,1079
2019-07-20,37941,37947,47156,1079
2019-07-21,37945,37946,8182,1079
2019-07-22,37921,37944,56489,1079
2019-07-23,37919,37940,63447,1079
2019-07-24,37937,37940,1435,1079
2019-07-25,37901,37939,44421,1079
2019-07-26,37933,37939,43884,1079
2019-07-27,38000,37941,72688,1079
2019-07-28,37863,37939,61194,1079
2019-07-29,37782,37933,51152,1079
2019-07-30,37849,37930,80866,1079
2019-07-31,37865,37927,16284,1079
2019-08-01,37848,37924,56058,1079
2019-08-02,37870,37922,63551,1079
2019-08-03,37848,37919,96363,1079
2019-08-04,37838,37916,12228,1079
2019-08-05,37839,37914,82958,1079
2019-08-06,37802,37910,52813,1079
2019-08-07,37863,37908,35198,1079
2019-08-08,37819,37904,63224,1079
2019-08-09,37694,37896,51075,1079
2019-08-10,37718,37888,105832,1079
2019-08-11,37783,37883,45931,1079
2019-08-12,37799,37878,67660,1079
2019-08-13,37735,37871,59670,1079
2019-08-14,37818,37867,75015,1079
2019-08-15,37740,37858,59010,1079
2019-08-16,37832,37853,99489,1079
2019-08-17,37882,37850,27418,1079
2019-08-18,37899,37849,72936,1079
2019-08-19,37913,37848,57323,1079
2019-08-20,37910,37847,46812,1079
2019-08-21,37953,37848,61327,1079
2019-08-22,37850,37846,90358,1079
2019-08-23,37856,37843,39022,1079
2019-08-24,37907,37843,92930,1079
2019-08-25,37880,37841,42607,1079
2019-08-26,37854,37836,67576,1079
2019-08-27,37873,37837,47392,1079
2019-08-28,37914,37841,2471,1079
2019-08-29,37953,37845,4135,1079
2019-08-30,37963,37848,90441,1079
2019-08-31,37882,37849,32703,1079
2019-09-01,37871,37849,24048,1079
2019-09-02,37894,37851,28991,1079
2019-09-03,37891,37852,78372,1079
2019-09-04,37944,37856,19406,1079
2019-09-05,37934,37860,45464,1079
2019-09-06,37921,37862,33046,1079
2019-09-07,37924,37866,78877,1079
2019-09-08,37889,37872,44902,1079
2019-09-09,37896,37878,40158,1079
2019-09-10,37916,37883,36859,1079
2019-09-11,37942,37887,61036,1079
2019-09-12,37985,37896,40484,1079
2019-09-13,37999,37902,51283,1079
2019-09-14,37938,37908,61785,1079
2019-09-15,37915,37911,58852,1079
2019-09-16,37890,37911,54129,1079
2019-09-17,37942,37913,47945,1079
2019-09-18,37918,37913,22547,1079
2019-09-19,37872,37912,40231,1079
2019-09-20,37924,37911,35179,1079
2019-09-21,37918,37913,68097,1079
2019-09-22,37852,37913,53443,1079
2019-09-23,37839,37911,77765,1079
2019-09-24,37856,37910,27794,1079
2019-09-25,37873,37910,63494,1079
2019-09-26,37891,37911,70904,1079
2019-09-27,37899,37911,31578,1079
2019-09-28,37922,37910,72031,1079
2019-09-29,37857,37906,33548,1079
2019-09-30,37823,37904,43943,1079
2019-10-01,37826,37903,21093,1079
2019-10-02,37844,37901,36467,1079
2019-10-03,37836,37899,47154,1079
2019-10-04,37873,37897,49083,1079
2019-10-05,37781,37892,55083,1079
2019-10-06,37853,37889,22789,1079
2019-10-07,37881,37888,41992,1079
2019-10-08,37889,37888,67906,1079
2019-10-09,37818,37885,31559,1079
2019-10-10,37729,37879,70219,1079
2019-10-11,37796,37874,40677,1079
2019-10-12,37830,37869,57120,1079
2019-10-13,37837,37864,9210,1079
2019-10-14,37807,37859,83778,1079
2019-10-15,37790,37855,46754,1079
2019-10-16,37785,37852,19391,1079
2019-10-17,37832,37848,36966,1079
2019-10-18,37834,37845,62157,1079
2019-10-19,37871,37845,76578,1079
2019-10-20,37865,37843,37705,1079
2019-10-21,37867,37841,48755,1079
2019-10-22,37830,37841,48376,1079
2019-10-23,37858,37841,69172,1079
2019-10-24,37860,37841,52552,1079
2019-10-25,37873,37841,55999,1079
2019-10-26,37906,37842,70344,1079
2019-10-27,37885,37841,52611,1079
2019-10-28,37839,37839,77610,1079
2019-10-29,37845,37838,31639,1079
2019-10-30,37858,37839,52143,1079
2019-10-31,37861,37841,67755,1079
2019-11-01,37877,37842,76848,1079
2019-11-02,37744,37839,77076,1079
2019-11-03,37787,37836,22242,1079
2019-11-04,37857,37838,65572,1079
2019-11-05,37843,37838,31940,1079
2019-11-06,37851,37837,73808,1079
2019-11-07,37769,37833,55533,1079
2019-11-08,37787,37832,74083,1079
2019-11-09,37786,37834,74075,1079
2019-11-10,37825,37835,20082,1079
2019-11-11,37827,37835,10027,1079
2019-11-12,37830,37834,46240,1079
2019-11-13,37838,37836,56875,1079
2019-11-14,37819,37836,66476,1079
2019-11-15,37826,37838,73820,1079
2019-11-16,37847,37838,97630,1079
2019-11-17,37836,37838,26554,1079
2019-11-18,37851,37838,94274,1079
2019-11-19,37818,37836,47186,1079
2019-11-20,37825,37835,8360,1079
2019-11-21,37795,37834,36633,1079
2019-11-22,37823,37832,84547,1079
2019-11-23,37788,37830,71055,1079
2019-11-24,37826,37828,69571,1079
2019-11-25,37818,37826,30959,1079
2019-05-30,37994,37966,16354,1093
2019-05-31,38042,37970,15374,1093
2019-06-01,38008,37971,31501,1093
2019-06-02,37523,37956,32764,1093
2019-06-03,37449,37940,20714,1093
2019-06-04,37934,37939,25859,1093
2019-06-05,38021,37941,2029,1093
2019-06-06,37974,37942,25186,1093
2019-06-07,37962,37943,28072,1093
2019-06-08,37961,37943,44182,1093
2019-06-09,37646,37932,8926,1093
2019-06-10,37885,37929,12579,1093
2019-06-11,37899,37925,33758,1093
2019-06-12,37950,37923,24967,1093
2019-06-13,37946,37924,29557,1093
2019-06-14,37983,37924,22443,1093
2019-06-15,38017,37926,15363,1093
2019-06-16,38060,37928,5057,1093
2019-06-17,37967,37928,35762,1093
2019-06-18,37950,37928,16427,1093
2019-06-19,37989,37930,16442,1093
2019-06-20,38000,37932,40190,1093
2019-06-21,37973,37932,20238,1093
2019-06-22,37986,37933,18400,1093
2019-06-23,37945,37931,91,1093
2019-06-24,37941,37930,20229,1093
2019-06-25,37954,37930,25958,1093
2019-06-26,37966,37930,24474,1093
2019-06-27,37956,37929,40068,1093
2019-06-28,37941,37927,17970,1093
2019-06-29,37939,37925,28148,1093
2019-06-30,37977,37923,2909,1093
2019-07-01,38016,37923,14402,1093
2019-07-02,37978,37938,30095,1093
2019-07-03,37940,37955,25479,1093
2019-07-04,37961,37956,25980,1093
2019-07-05,37916,37952,23746,1093
2019-07-06,37968,37952,20244,1093
2019-07-07,37968,37952,21578,1093
2019-07-08,38002,37953,18752,1093
2019-07-09,38052,37967,33493,1093
2019-07-10,37951,37969,943,1093
2019-07-11,37978,37972,20344,1093
2019-07-12,37996,37973,42129,1093
2019-07-13,37936,37973,18730,1093
2019-07-14,37917,37971,10666,1093
2019-07-15,37990,37970,10275,1093
2019-07-16,38082,37971,23701,1093
2019-07-17,38040,37973,10182,1093
2019-07-18,37969,37974,21080,1093
2019-07-19,37969,37973,24597,1093
2019-07-20,37960,37972,22255,1093
2019-07-21,37955,37971,2702,1093
2019-07-22,37944,37970,20843,1093
2019-07-23,37987,37971,28406,1093
2019-07-24,37990,37973,203,1093
2019-07-25,37948,37973,19989,1093
2019-07-26,37929,37971,19239,1093
2019-07-27,37948,37971,30679,1093
2019-07-28,37922,37970,27176,1093
2019-07-29,37885,37969,18603,1093
2019-07-30,37916,37967,38934,1093
2019-07-31,37852,37961,6111,1093
2019-08-01,37913,37959,18933,1093
2019-08-02,37940,37959,24014,1093
2019-08-03,37926,37958,46262,1093
2019-08-04,37841,37955,5098,1093
2019-08-05,37828,37951,28920,1093
2019-08-06,37875,37948,26044,1093
2019-08-07,37870,37943,20025,1093
2019-08-08,37814,37935,21250,1093
2019-08-09,37862,37932,22612,1093
2019-08-10,37869,37929,48918,1093
2019-08-11,37849,37924,16864,1093
2019-08-12,37897,37922,42502,1093
2019-08-13,37756,37917,31662,1093
2019-08-14,37780,37910,41376,1093
2019-08-15,37794,37900,26879,1093
2019-08-16,37858,37894,52521,1093
2019-08-17,37871,37891,12958,1093
2019-08-18,37861,37888,37106,1093
2019-08-19,37880,37885,19471,1093
2019-08-20,37925,37884,22414,1093
2019-08-21,37896,37882,30281,1093
2019-08-22,37897,37879,46470,1093
2019-08-23,37860,37875,24430,1093
2019-08-24,37874,37872,33005,1093
2019-08-25,37934,37873,15173,1093
2019-08-26,37946,37873,21813,1093
2019-08-27,38004,37875,18346,1093
2019-08-28,37989,37879,612,1093
2019-08-29,37992,37881,1676,1093
2019-08-30,37998,37886,31010,1093
2019-08-31,37954,37888,14768,1093
2019-09-01,37909,37886,8238,1093
2019-09-02,37941,37887,11666,1093
2019-09-03,37944,37890,34513,1093
2019-09-04,37933,37894,8210,1093
2019-09-05,37942,37896,20353,1093
2019-09-06,37942,37899,15732,1093
2019-09-07,37864,37900,36452,1093
2019-09-08,37902,37902,18338,1093
2019-09-09,37916,37903,14698,1093
2019-09-10,37934,37906,10220,1093
2019-09-11,37966,37908,28223,1093
2019-09-12,37983,37916,19249,1093
2019-09-13,37978,37922,19147,1093
2019-09-14,37961,37928,35078,1093
2019-09-15,37896,37929,29387,1093
2019-09-16,37898,37930,29409,1093
2019-09-17,37891,37931,25337,1093
2019-09-18,37906,37932,5531,1093
2019-09-19,37992,37934,24155,1093
2019-09-20,37953,37936,12181,1093
2019-09-21,37961,37938,26390,1093
2019-09-22,37923,37940,26860,1093
2019-09-23,37847,37939,32623,1093
2019-09-24,37880,37938,10758,1093
2019-09-25,37908,37936,21469,1093
2019-09-26,37950,37935,22969,1093
2019-09-27,37985,37934,13639,1093
2019-09-28,37959,37933,27502,1093
2019-09-29,37910,37930,15969,1093
2019-09-30,37855,37927,13833,1093
2019-10-01,37905,37927,6952,1093
2019-10-02,37874,37925,15677,1093
2019-10-03,37868,37922,16280,1093
2019-10-04,37898,37921,16378,1093
2019-10-05,37890,37919,23010,1093
2019-10-06,37905,37918,7914,1093
2019-10-07,37910,37920,14639,1093
2019-10-08,37902,37920,22546,1093
2019-10-09,37869,37918,14158,1093
2019-10-10,37803,37914,30805,1093
2019-10-11,37820,37909,16570,1093
2019-10-12,37846,37904,24174,1093
2019-10-13,37855,37900,2278,1093
2019-10-14,37859,37897,28986,1093
2019-10-15,37842,37895,16228,1093
2019-10-16,37900,37895,4106,1093
2019-10-17,37848,37894,13707,1093
2019-10-18,37876,37893,20716,1093
2019-10-19,37932,37891,28866,1093
2019-10-20,37915,37889,17685,1093
2019-10-21,37854,37886,21936,1093
2019-10-22,37851,37883,22571,1093
2019-10-23,37859,37884,27223,1093
2019-10-24,37897,37884,19021,1093
2019-10-25,37918,37885,23073,1093
2019-10-26,37883,37882,30080,1093
2019-10-27,37881,37879,19886,1093
2019-10-28,37642,37868,23105,1093
2019-10-29,37894,37868,9747,1093
2019-10-30,38009,37873,11892,1093
2019-10-31,38033,37877,26736,1093
2019-11-01,37957,37880,19844,1093
2019-11-02,37952,37883,25442,1093
2019-11-03,37922,37884,8431,1093
2019-11-04,37815,37881,24527,1093
2019-11-05,37843,37879,16675,1093
2019-11-06,37831,37876,22078,1093
2019-11-07,37854,37875,21368,1093
2019-11-08,37840,37874,29162,1093
2019-11-09,37831,37875,29508,1093
2019-11-10,37844,37876,8580,1093
2019-11-11,37828,37875,5465,1093
2019-11-12,37842,37875,20196,1093
2019-11-13,37790,37872,15117,1093
2019-11-14,37867,37873,22806,1093
2019-11-15,37834,37871,30925,1093
2019-11-16,37853,37871,39703,1093
2019-11-17,37819,37869,16177,1093
2019-11-18,37726,37862,35841,1093
2019-11-19,37792,37858,19423,1093
2019-11-20,37830,37857,1519,1093
2019-11-21,37867,37858,15394,1093
2019-11-22,37868,37858,30196,1093
2019-11-23,37865,37857,28011,1093
2019-11-24,37869,37856,23210,1093
2019-11-25,37886,37856,13808,1093
2019-05-30,29619,29600,20355,1113
2019-05-31,29615,29600,15627,1113
2019-06-01,29609,29602,21681,1113
2019-06-02,29583,29602,23658,1113
2019-06-03,29583,29601,19669,1113
2019-06-04,29594,29602,28464,1113
2019-06-05,29594,29602,3372,1113
2019-06-06,29603,29603,21514,1113
2019-06-07,29604,29604,20454,1113
2019-06-08,29620,29605,28323,1113
2019-06-09,29597,29604,6256,1113
2019-06-10,29586,29602,9434,1113
2019-06-11,29559,29600,28958,1113
2019-06-12,29566,29599,20829,1113
2019-06-13,29587,29598,27760,1113
2019-06-14,29599,29597,23970,1113
2019-06-15,29612,29596,18220,1113
2019-06-16,29545,29593,1714,1113
2019-06-17,29590,29592,25483,1113
2019-06-18,29590,29592,17138,1113
2019-06-19,29598,29593,22606,1113
2019-06-20,29604,29594,33405,1113
2019-06-21,29572,29593,20395,1113
2019-06-22,29571,29591,18654,1113
2019-06-23,29546,29589,169,1113
2019-06-24,29563,29588,19297,1113
2019-06-25,29587,29588,21678,1113
2019-06-26,29590,29589,20254,1113
2019-06-27,29580,29588,27766,1113
2019-06-28,29581,29588,11232,1113
2019-06-29,29605,29587,26055,1113
2019-06-30,29589,29586,6033,1113
2019-07-01,29593,29586,13122,1113
2019-07-02,29614,29587,25067,1113
2019-07-03,29620,29588,24140,1113
2019-07-04,29635,29590,16224,1113
2019-07-05,29643,29591,27385,1113
2019-07-06,29613,29591,22515,1113
2019-07-07,29583,29591,23222,1113
2019-07-08,29569,29589,19665,1113
2019-07-09,29586,29589,28055,1113
2019-07-10,29571,29588,1367,1113
2019-07-11,29577,29589,18242,1113
2019-07-12,29606,29590,30606,1113
2019-07-13,29611,29591,11845,1113
2019-07-14,29594,29591,9321,1113
2019-07-15,29609,29591,12940,1113
2019-07-16,29630,29594,22987,1113
2019-07-17,29598,29594,8437,1113
2019-07-18,29622,29595,17215,1113
2019-07-19,29636,29596,18102,1113
2019-07-20,29636,29597,18415,1113
2019-07-21,29606,29598,3469,1113
2019-07-22,29583,29599,21917,1113
2019-07-23,29588,29600,23899,1113
2019-07-24,29611,29602,889,1113
2019-07-25,29601,29602,16108,1113
2019-07-26,29613,29603,19276,1113
2019-07-27,29590,29603,25807,1113
2019-07-28,29554,29602,24006,1113
2019-07-29,29446,29597,20422,1113
2019-07-30,29492,29594,27029,1113
2019-07-31,29542,29592,4322,1113
2019-08-01,29592,29591,20433,1113
2019-08-02,29536,29589,21673,1113
2019-08-03,29514,29585,38927,1113
2019-08-04,29510,29580,4483,1113
2019-08-05,29502,29576,27433,1113
2019-08-06,29502,29574,21010,1113
2019-08-07,29539,29573,9542,1113
2019-08-08,29548,29571,16282,1113
2019-08-09,29554,29571,14539,1113
2019-08-10,29582,29571,37335,1113
2019-08-11,29525,29568,17360,1113
2019-08-12,29428,29562,23838,1113
2019-08-13,29487,29559,20564,1113
2019-08-14,29523,29556,21800,1113
2019-08-15,29544,29553,21755,1113
2019-08-16,29566,29552,36372,1113
2019-08-17,29552,29550,9833,1113
2019-08-18,29525,29546,29546,1113
2019-08-19,29557,29543,21669,1113
2019-08-20,29531,29541,17746,1113
2019-08-21,29580,29541,19639,1113
2019-08-22,29571,29540,25315,1113
2019-08-23,29574,29539,16947,1113
2019-08-24,29520,29536,32307,1113
2019-08-25,29549,29534,13367,1113
2019-08-26,29571,29533,23447,1113
2019-08-27,29553,29533,16209,1113
2019-08-28,29619,29539,1265,1113
2019-08-29,29617,29543,1031,1113
2019-08-30,29593,29545,27861,1113
2019-08-31,29590,29545,11482,1113
2019-09-01,29557,29546,8044,1113
2019-09-02,29537,29546,11122,1113
2019-09-03,29545,29548,29593,1113
2019-09-04,29553,29549,8489,1113
2019-09-05,29553,29551,17581,1113
2019-09-06,29579,29552,11943,1113
2019-09-07,29614,29554,27754,1113
2019-09-08,29585,29556,18128,1113
2019-09-09,29520,29553,15062,1113
2019-09-10,29553,29554,13840,1113
2019-09-11,29595,29560,23060,1113
2019-09-12,29631,29565,15808,1113
2019-09-13,29617,29568,15380,1113
2019-09-14,29600,29570,22248,1113
2019-09-15,29585,29570,24623,1113
2019-09-16,29494,29568,21395,1113
2019-09-17,29543,29569,18461,1113
2019-09-18,29578,29570,9118,1113
2019-09-19,29565,29571,15194,1113
2019-09-20,29582,29571,13899,1113
2019-09-21,29505,29569,23708,1113
2019-09-22,29555,29568,19873,1113
2019-09-23,29583,29570,25875,1113
2019-09-24,29569,29571,9993,1113
2019-09-25,29552,29570,21979,1113
2019-09-26,29585,29571,24223,1113
2019-09-27,29568,29570,12637,1113
2019-09-28,29584,29569,25281,1113
2019-09-29,29531,29566,13207,1113
2019-09-30,29512,29564,14067,1113
2019-10-01,29554,29564,7977,1113
2019-10-02,29550,29564,10984,1113
2019-10-03,29548,29564,17969,1113
2019-10-04,29538,29564,16042,1113
2019-10-05,29527,29563,24401,1113
2019-10-06,29409,29557,8673,1113
2019-10-07,29491,29553,15739,1113
2019-10-08,29532,29551,22799,1113
2019-10-09,29573,29553,9268,1113
2019-10-10,29535,29553,22576,1113
2019-10-11,29536,29551,16881,1113
2019-10-12,29496,29546,19700,1113
2019-10-13,29553,29544,1973,1113
2019-10-14,29525,29541,25822,1113
2019-10-15,29548,29540,13288,1113
2019-10-16,29551,29542,5056,1113
2019-10-17,29548,29542,11927,1113
2019-10-18,29529,29541,23950,1113
2019-10-19,29527,29539,29825,1113
2019-10-20,29480,29536,15769,1113
2019-10-21,29487,29535,15359,1113
2019-10-22,29540,29535,19096,1113
2019-10-23,29440,29530,22173,1113
2019-10-24,29542,29529,17784,1113
2019-10-25,29577,29530,19607,1113
2019-10-26,29553,29529,25204,1113
2019-10-27,29502,29527,18481,1113
2019-10-28,29523,29525,24906,1113
2019-10-29,29563,29526,10791,1113
2019-10-30,29580,29528,15077,1113
2019-10-31,29588,29529,19254,1113
2019-11-01,29627,29532,18457,1113
2019-11-02,29613,29534,22717,1113
2019-11-03,29574,29535,6073,1113
2019-11-04,29534,29535,19913,1113
2019-11-05,29532,29539,11044,1113
2019-11-06,29515,29540,15339,1113
2019-11-07,29565,29541,16272,1113
2019-11-08,29519,29540,20625,1113
2019-11-09,29533,29540,25142,1113
2019-11-10,29515,29539,5099,1113
2019-11-11,29419,29536,2709,1113
2019-11-12,29500,29534,13659,1113
2019-11-13,29532,29535,15631,1113
2019-11-14,29536,29534,17305,1113
2019-11-15,29552,29534,20475,1113
2019-11-16,29556,29535,28859,1113
2019-11-17,29535,29535,8962,1113
2019-11-18,29465,29533,23101,1113
2019-11-19,29501,29533,13138,1113
2019-11-20,29504,29534,2932,1113
2019-11-21,29523,29533,10827,1113
2019-11-22,29530,29536,20842,1113
2019-11-23,29552,29537,22585,1113
2019-11-24,29521,29535,19722,1113
2019-11-25,29524,29534,8844,1113
2019-05-30,38585,38582,46792,1127
2019-05-31,38538,38580,33195,1127
2019-06-01,38539,38578,45564,1127
2019-06-02,38534,38576,46716,1127
2019-06-03,38524,38574,37911,1127
2019-06-04,38533,38573,57507,1127
2019-06-05,38569,38573,7113,1127
2019-06-06,38590,38573,42304,1127
2019-06-07,38583,38573,46341,1127
2019-06-08,38554,38572,57826,1127
2019-06-09,38560,38571,12149,1127
2019-06-10,38577,38571,15931,1127
2019-06-11,38555,38570,56955,1127
2019-06-12,38573,38572,39623,1127
2019-06-13,38601,38573,57251,1127
2019-06-14,38565,38572,53117,1127
2019-06-15,38557,38570,32524,1127
2019-06-16,38569,38569,3550,1127
2019-06-17,38566,38568,48540,1127
2019-06-18,38572,38569,28954,1127
2019-06-19,38588,38569,40908,1127
2019-06-20,38582,38569,67446,1127
2019-06-21,38557,38567,37182,1127
2019-06-22,38544,38564,34256,1127
2019-06-23,38545,38563,232,1127
2019-06-24,38547,38563,36055,1127
2019-06-25,38546,38563,45460,1127
2019-06-26,38529,38561,40410,1127
2019-06-27,38559,38560,59454,1127
2019-06-28,38551,38559,21353,1127
2019-06-29,38576,38559,54568,1127
2019-06-30,38561,38560,12482,1127
2019-07-01,38541,38560,25581,1127
2019-07-02,38573,38561,55147,1127
2019-07-03,38564,38562,55405,1127
2019-07-04,38523,38562,33539,1127
2019-07-05,38532,38561,57982,1127
2019-07-06,38526,38559,41705,1127
2019-07-07,38529,38557,48245,1127
2019-07-08,38532,38556,36114,1127
2019-07-09,38569,38556,56768,1127
2019-07-10,38579,38557,2714,1127
2019-07-11,38595,38558,34250,1127
2019-07-12,38621,38559,71729,1127
2019-07-13,38563,38558,23187,1127
2019-07-14,38567,38558,20900,1127
2019-07-15,38559,38558,24599,1127
2019-07-16,38593,38559,42584,1127
2019-07-17,38597,38560,18088,1127
2019-07-18,38595,38561,40062,1127
2019-07-19,38567,38560,37621,1127
2019-07-20,38587,38560,36558,1127
2019-07-21,38608,38562,6467,1127
2019-07-22,38580,38563,49350,1127
2019-07-23,38541,38563,56741,1127
2019-07-24,38527,38563,1022,1127
2019-07-25,38549,38563,38433,1127
2019-07-26,38577,38564,40542,1127
2019-07-27,38547,38564,55383,1127
2019-07-28,38481,38561,46366,1127
2019-07-29,38398,38556,40319,1127
2019-07-30,38445,38552,56030,1127
2019-07-31,38504,38550,10894,1127
2019-08-01,38513,38548,43349,1127
2019-08-02,38466,38545,44547,1127
2019-08-03,38475,38544,74828,1127
2019-08-04,38474,38542,11009,1127
2019-08-05,38453,38539,53676,1127
2019-08-06,38469,38537,41459,1127
2019-08-07,38506,38536,20768,1127
2019-08-08,38501,38534,32649,1127
2019-08-09,38483,38531,31235,1127
2019-08-10,38493,38527,74589,1127
2019-08-11,38458,38522,29322,1127
2019-08-12,38491,38520,43314,1127
2019-08-13,38493,38517,38808,1127
2019-08-14,38509,38516,40148,1127
2019-08-15,38551,38514,42561,1127
2019-08-16,38556,38513,76132,1127
2019-08-17,38528,38511,19940,1127
2019-08-18,38541,38510,56730,1127
2019-08-19,38548,38508,42037,1127
2019-08-20,38523,38506,34650,1127
2019-08-21,38540,38504,45379,1127
2019-08-22,38477,38502,56180,1127
2019-08-23,38525,38502,30261,1127
2019-08-24,38588,38503,67612,1127
2019-08-25,38541,38502,23639,1127
2019-08-26,38585,38503,46489,1127
2019-08-27,38567,38506,32539,1127
2019-08-28,38579,38512,2296,1127
2019-08-29,38560,38516,2458,1127
2019-08-30,38573,38518,62414,1127
2019-08-31,38541,38519,21746,1127
2019-09-01,38527,38521,18839,1127
2019-09-02,38503,38522,24745,1127
2019-09-03,38489,38523,66892,1127
2019-09-04,38520,38525,17733,1127
2019-09-05,38547,38528,39532,1127
2019-09-06,38533,38529,27887,1127
2019-09-07,38528,38529,63290,1127
2019-09-08,38510,38530,35181,1127
2019-09-09,38491,38530,30220,1127
2019-09-10,38529,38533,29654,1127
2019-09-11,38556,38535,53739,1127
2019-09-12,38573,38537,33463,1127
2019-09-13,38612,38541,38594,1127
2019-09-14,38556,38541,47345,1127
2019-09-15,38559,38541,42786,1127
2019-09-16,38560,38542,46802,1127
2019-09-17,38555,38543,37733,1127
2019-09-18,38574,38544,20601,1127
2019-09-19,38523,38544,38603,1127
2019-09-20,38489,38542,27839,1127
2019-09-21,38524,38543,51370,1127
2019-09-22,38519,38543,43466,1127
2019-09-23,38468,38539,61696,1127
2019-09-24,38484,38537,20809,1127
2019-09-25,38506,38535,53389,1127
2019-09-26,38526,38533,63185,1127
2019-09-27,38510,38531,27690,1127
2019-09-28,38528,38530,56125,1127
2019-09-29,38476,38527,25535,1127
2019-09-30,38502,38525,34252,1127
2019-10-01,38500,38525,18391,1127
2019-10-02,38493,38524,25393,1127
2019-10-03,38495,38524,37841,1127
2019-10-04,38493,38523,44342,1127
2019-10-05,38347,38517,50233,1127
2019-10-06,38433,38513,18167,1127
2019-10-07,38487,38512,34901,1127
2019-10-08,38557,38514,52023,1127
2019-10-09,38507,38514,19368,1127
2019-10-10,38475,38512,54014,1127
2019-10-11,38477,38510,33917,1127
2019-10-12,38463,38506,45366,1127
2019-10-13,38454,38501,4765,1127
2019-10-14,38472,38498,53242,1127
2019-10-15,38516,38497,28412,1127
2019-10-16,38540,38496,13173,1127
2019-10-17,38503,38494,23849,1127
2019-10-18,38527,38493,52402,1127
2019-10-19,38505,38492,61544,1127
2019-10-20,38456,38491,30592,1127
2019-10-21,38473,38489,35605,1127
2019-10-22,38495,38488,39179,1127
2019-10-23,38508,38490,55254,1127
2019-10-24,38516,38491,36566,1127
2019-10-25,38535,38492,44121,1127
2019-10-26,38531,38492,56436,1127
2019-10-27,38509,38492,36456,1127
2019-10-28,38516,38492,57601,1127
2019-10-29,38508,38493,21203,1127
2019-10-30,38561,38495,30425,1127
2019-10-31,38619,38499,47802,1127
2019-11-01,38576,38501,49351,1127
2019-11-02,38443,38500,55246,1127
2019-11-03,38477,38499,16479,1127
2019-11-04,38514,38505,42929,1127
2019-11-05,38556,38509,21926,1127
2019-11-06,38627,38513,37895,1127
2019-11-07,38541,38513,34500,1127
2019-11-08,38493,38512,48654,1127
2019-11-09,38490,38513,54850,1127
2019-11-10,38509,38514,12610,1127
2019-11-11,38474,38514,7058,1127
2019-11-12,38481,38515,27173,1127
2019-11-13,38528,38517,32116,1127
2019-11-14,38530,38518,42388,1127
2019-11-15,38511,38517,51882,1127
2019-11-16,38478,38516,72559,1127
2019-11-17,38441,38513,30173,1127
2019-11-18,38367,38508,114180,1127
2019-11-19,38280,38502,42500,1127
2019-11-20,38360,38499,11699,1127
2019-11-21,38375,38495,35298,1127
2019-11-22,38391,38491,60599,1127
2019-11-23,38412,38487,73035,1127
2019-11-24,38419,38483,88182,1127
2019-11-25,38357,38478,30333,1127
2019-05-30,11201,11177,27438,1147
2019-05-31,11221,11178,21448,1147
2019-06-01,11207,11179,31936,1147
2019-06-02,11165,11179,34526,1147
2019-06-03,11136,11177,25179,1147
2019-06-04,11150,11175,42524,1147
2019-06-05,11146,11175,5054,1147
2019-06-06,11166,11175,29722,1147
2019-06-07,11188,11177,30217,1147
2019-06-08,11195,11177,41592,1147
2019-06-09,11181,11177,9094,1147
2019-06-10,11184,11177,12956,1147
2019-06-11,11161,11177,42843,1147
2019-06-12,11178,11178,27885,1147
2019-06-13,11176,11178,37357,1147
