Date,Daily Average,Six Month Average,Amount Traded
2019-09-17,18704,18714,36676
2019-09-18,18737,18716,17692
2019-09-19,18684,18716,34314
2019-09-20,18693,18715,27165
2019-09-21,18698,18714,49932
2019-09-22,18714,18714,41102
2019-09-23,18705,18713,56730
2019-09-24,18679,18712,21756
2019-09-25,18658,18710,52244
2019-09-26,18700,18710,60988
2019-09-27,18702,18709,30068
2019-09-28,18693,18708,57399
2019-09-29,18680,18705,24970
2019-09-30,18686,18705,34257
2019-10-01,18657,18704,16226
2019-10-02,18662,18704,24850
2019-10-03,18670,18703,38202
2019-10-04,18676,18702,44011
2019-10-05,18627,18698,45069
2019-10-06,18665,18696,16918
2019-10-07,18645,18694,35393
2019-10-08,18666,18692,48790
2019-10-09,18648,18690,19489
2019-10-10,18643,18688,50110
2019-10-11,18654,18685,31410
2019-10-12,18659,18682,41153
2019-10-13,18661,18679,5507
2019-10-14,18660,18677,52992
2019-10-15,18679,18676,27581
2019-10-16,18699,18676,12350
2019-10-17,18688,18676,22255
2019-10-18,18703,18675,53162
2019-10-19,18683,18675,57641
2019-10-20,18627,18672,32297
2019-10-21,18595,18669,32797
2019-10-22,18656,18667,35754
2019-10-23,18686,18666,51830
2019-10-24,18684,18667,36098
2019-10-25,18692,18668,42814
2019-10-26,18691,18667,55324
2019-10-27,18650,18666,33850
2019-10-28,18685,18665,53152
2019-10-29,18694,18666,21666
2019-10-30,18716,18667,29993
2019-10-31,18715,18669,42463
2019-11-01,18727,18671,44111
2019-11-02,18645,18670,49537
2019-11-03,18673,18670,16771
2019-11-04,18667,18671,41255
2019-11-05,18690,18672,21982
2019-11-06,18680,18673,35218
2019-11-07,18656,18673,27820
2019-11-08,18676,18674,45737
2019-11-09,18640,18674,51324
2019-11-10,18646,18674,10686
2019-11-11,18636,18673,5721
2019-11-12,18685,18674,25727
2019-11-13,18704,18675,29914
2019-11-14,18683,18675,36431
2019-11-15,18672,18674,45971
2019-11-16,18669,18674,55796
2019-11-17,18672,18673,16886
2019-11-18,18657,18672,51567
2019-11-19,18659,18673,24970
2019-11-20,18666,18675,6074
2019-11-21,18686,18676,22862
2019-11-22,18697,18677,43124
2019-11-23,18695,18677,39044
2019-11-24,18685,18677,40702
2019-11-25,18630,18675,16111
