Date,Daily Average,Six Month Average,Amount Traded
2019-08-10,12225,12217,5815
2019-08-11,12101,12210,2036
2019-08-12,12112,12204,2615
2019-08-13,12198,12204,2320
2019-08-14,12239,12205,2583
2019-08-15,12230,12205,2461
2019-08-16,12211,12204,4679
2019-08-17,12252,12208,1306
2019-08-18,12308,12210,3698
2019-08-19,12223,12209,2350
2019-08-20,12248,12208,1772
2019-08-21,12229,12208,2474
2019-08-22,12232,12206,4481
2019-08-23,12192,12207,1932
2019-08-24,12310,12211,3991
2019-08-25,12302,12213,1562
2019-08-26,12259,12217,4240
2019-08-27,12121,12214,1922
2019-08-28,12243,12213,95
2019-08-29,12294,12213,76
2019-08-30,12230,12212,4101
2019-08-31,12235,12215,1191
2019-09-01,12177,12215,881
2019-09-02,12119,12216,1624
2019-09-03,12226,12219,4599
2019-09-04,12177,12220,2515
2019-09-05,11934,12213,2752
2019-09-06,12115,12210,1504
2019-09-07,12294,12210,3272
2019-09-08,12263,12209,1760
2019-09-09,12284,12211,1970
2019-09-10,12283,12218,1846
2019-09-11,12345,12225,4894
2019-09-12,12244,12227,2875
2019-09-13,12200,12226,2179
2019-09-14,12299,12228,2741
2019-09-15,12313,12231,3648
2019-09-16,12172,12229,2471
2019-09-17,12240,12226,2087
2019-09-18,12302,12229,754
2019-09-19,12237,12229,1611
2019-09-20,12179,12227,1491
2019-09-21,12249,12227,3406
2019-09-22,12116,12225,2388
2019-09-23,12160,12220,3147
2019-09-24,12154,12215,2221
2019-09-25,12141,12211,3997
2019-09-26,12176,12213,3993
2019-09-27,12140,12209,1656
2019-09-28,12211,12207,3677
2019-09-29,12251,12207,1698
2019-09-30,12166,12205,1561
2019-10-01,12198,12206,1087
2019-10-02,12194,12208,1257
2019-10-03,12160,12206,2487
2019-10-04,12151,12205,2910
2019-10-05,12148,12212,3420
2019-10-06,12180,12215,988
2019-10-07,12292,12214,1805
2019-10-08,12276,12215,4042
2019-10-09,12213,12213,1243
2019-10-10,12140,12208,3986
2019-10-11,12172,12202,3117
2019-10-12,12148,12199,3688
2019-10-13,12112,12196,648
2019-10-14,12123,12190,5100
2019-10-15,12196,12186,2233
2019-10-16,12169,12186,619
2019-10-17,12291,12188,1596
2019-10-18,12177,12184,3489
2019-10-19,12150,12181,4145
2019-10-20,12092,12178,2684
2019-10-21,12108,12173,2670
2019-10-22,12160,12174,2239
2019-10-23,12173,12175,3282
2019-10-24,12170,12175,2093
2019-10-25,12194,12177,3331
2019-10-26,12175,12177,4384
2019-10-27,12198,12179,2641
2019-10-28,12225,12180,3814
2019-10-29,12118,12175,1453
2019-10-30,12198,12176,1751
2019-10-31,12170,12175,3071
2019-11-01,12156,12174,3250
2019-11-02,12152,12174,4103
2019-11-03,12090,12172,865
2019-11-04,12188,12173,2821
2019-11-05,12122,12171,2758
2019-11-06,11957,12160,3118
2019-11-07,12086,12154,2190
2019-11-08,12218,12154,2559
2019-11-09,12122,12153,3108
2019-11-10,12145,12152,549
2019-11-11,12162,12153,1844
2019-11-12,11943,12147,6918
2019-11-13,11565,12129,2311
2019-11-14,12002,12122,3065
2019-11-15,12070,12119,2738
2019-11-16,12173,12115,3474
2019-11-17,12200,12116,789
2019-11-18,12200,12117,2469
2019-11-19,12196,12121,1482
2019-11-20,12165,12123,283
2019-11-21,12132,12122,1340
2019-11-22,12249,12124,3180
2019-11-23,12215,12126,2857
2019-11-24,12185,12125,3237
2019-11-25,12152,12125,1211
