Date,Daily Average,Six Month Average,Amount Traded
2019-09-24,37945,37913,34303
2019-09-25,37881,37913,92277
2019-09-26,37875,37913,112953
2019-09-27,37857,37911,60260
2019-09-28,37851,37909,84634
2019-09-29,37892,37909,53461
2019-09-30,37836,37906,51538
2019-10-01,37877,37905,29833
2019-10-02,37887,37905,47737
2019-10-03,37850,37903,70839
2019-10-04,37861,37901,65849
2019-10-05,37788,37896,77160
2019-10-06,37821,37892,32326
2019-10-07,37786,37887,69089
2019-10-08,37838,37885,102681
2019-10-09,37820,37882,39951
2019-10-10,37826,37878,112938
2019-10-11,37767,37874,67001
2019-10-12,37691,37868,95959
2019-10-13,37693,37861,8506
2019-10-14,37731,37855,121961
2019-10-15,37766,37850,71173
2019-10-16,37786,37846,28248
2019-10-17,37786,37842,71568
2019-10-18,37778,37837,119947
2019-10-19,37791,37832,135895
2019-10-20,37779,37827,75514
2019-10-21,37774,37822,90748
2019-10-22,37769,37817,101977
2019-10-23,37770,37812,158624
2019-10-24,37762,37806,96418
2019-10-25,37798,37803,129676
2019-10-26,37763,37799,149565
2019-10-27,37780,37797,111368
2019-10-28,37544,37787,150194
2019-10-29,37663,37779,48519
2019-10-30,37804,37778,82974
2019-10-31,37817,37776,101430
2019-11-01,37853,37775,103913
2019-11-02,37851,37775,141859
2019-11-03,37835,37774,31189
2019-11-04,37730,37772,148950
2019-11-05,37677,37767,68716
2019-11-06,37693,37764,121513
2019-11-07,37700,37759,85363
2019-11-08,37768,37758,112206
2019-11-09,37798,37757,109493
2019-11-10,37825,37759,25385
2019-11-11,37795,37762,19251
2019-11-12,37793,37765,80047
2019-11-13,37812,37768,81205
2019-11-14,37822,37770,97983
2019-11-15,37823,37771,140702
2019-11-16,37693,37768,165152
2019-11-17,37736,37767,64335
2019-11-18,37503,37757,127598
2019-11-19,37745,37756,73172
2019-11-20,37773,37756,24160
2019-11-21,37818,37758,50529
2019-11-22,37831,37760,131000
2019-11-23,37801,37761,122796
2019-11-24,37783,37760,108668
2019-11-25,37779,37761,65304
