Date,Daily Average,Six Month Average,Amount Traded
2019-08-17,119377,119298,2283
2019-08-18,119439,119293,6295
2019-08-19,119354,119293,4964
2019-08-20,119396,119300,4194
2019-08-21,119537,119308,4472
2019-08-22,119608,119318,5934
2019-08-23,119328,119317,3619
2019-08-24,119297,119314,7892
2019-08-25,119362,119315,2703
2019-08-26,119376,119315,5365
2019-08-27,119336,119316,4090
2019-08-28,119295,119326,274
2019-08-29,119457,119336,223
2019-08-30,119531,119344,7076
2019-08-31,119317,119346,3024
2019-09-01,119398,119347,2023
2019-09-02,119406,119351,2522
2019-09-03,119360,119343,7801
2019-09-04,119372,119355,1824
2019-09-05,119351,119361,3809
2019-09-06,119413,119367,2954
2019-09-07,119423,119371,6628
2019-09-08,119734,119387,3470
2019-09-09,119430,119392,3343
2019-09-10,118949,119381,3693
2019-09-11,119116,119375,5543
2019-09-12,119262,119375,3774
2019-09-13,119493,119381,3866
2019-09-14,119551,119388,5019
2019-09-15,119413,119389,4984
2019-09-16,119393,119389,5256
2019-09-17,119289,119384,4258
2019-09-18,119330,119384,2007
2019-09-19,119342,119382,3887
2019-09-20,119338,119375,2983
2019-09-21,119332,119366,5267
2019-09-22,119048,119357,4749
2019-09-23,119168,119352,5972
2019-09-24,119259,119349,2257
2019-09-25,119375,119349,5732
2019-09-26,119442,119352,6875
2019-09-27,118995,119342,3527
2019-09-28,119340,119339,5958
2019-09-29,119132,119325,3045
2019-09-30,119204,119321,3842
2019-10-01,119248,119316,1765
2019-10-02,119302,119313,2718
2019-10-03,119298,119311,4328
2019-10-04,119338,119310,3803
2019-10-05,119339,119309,5305
2019-10-06,119362,119308,2048
2019-10-07,119324,119304,4245
2019-10-08,119275,119289,5364
2019-10-09,119305,119285,2345
2019-10-10,119340,119298,5544
2019-10-11,119292,119304,3657
2019-10-12,119282,119304,4796
2019-10-13,119303,119298,525
2019-10-14,119350,119291,5943
2019-10-15,119102,119281,3246
2019-10-16,119212,119275,1252
2019-10-17,119418,119279,2999
2019-10-18,119269,119277,5964
2019-10-19,119397,119279,6209
2019-10-20,119647,119289,3824
2019-10-21,119087,119281,3831
2019-10-22,119180,119286,4712
2019-10-23,119308,119290,5863
2019-10-24,119310,119292,4285
2019-10-25,119133,119284,4810
2019-10-26,119479,119285,5123
2019-10-27,119354,119297,4009
2019-10-28,119403,119299,6145
2019-10-29,119322,119306,2479
2019-10-30,119318,119309,3841
2019-10-31,119265,119310,4818
2019-11-01,119321,119311,4546
2019-11-02,119372,119313,5293
2019-11-03,119397,119315,1320
2019-11-04,119384,119317,4749
2019-11-05,119227,119312,2555
2019-11-06,118988,119301,3813
2019-11-07,119405,119305,3432
2019-11-08,119567,119314,4698
2019-11-09,119037,119304,5782
2019-11-10,119436,119309,1216
2019-11-11,119547,119317,733
2019-11-12,119265,119316,3490
2019-11-13,119044,119306,4076
2019-11-14,119272,119312,3959
2019-11-15,119375,119317,4789
2019-11-16,119288,119313,5977
2019-11-17,119143,119309,1797
2019-11-18,119143,119300,5211
2019-11-19,118934,119276,3083
2019-11-20,119163,119279,615
2019-11-21,119263,119282,1973
2019-11-22,119303,119281,5197
2019-11-23,119162,119277,4584
2019-11-24,119280,119281,4369
2019-11-25,119298,119275,1644
