Date,Daily Average,Six Month Average,Amount Traded
2019-10-08,37902,37920,22546
2019-10-09,37869,37918,14158
2019-10-10,37803,37914,30805
2019-10-11,37820,37909,16570
2019-10-12,37846,37904,24174
2019-10-13,37855,37900,2278
2019-10-14,37859,37897,28986
2019-10-15,37842,37895,16228
2019-10-16,37900,37895,4106
2019-10-17,37848,37894,13707
2019-10-18,37876,37893,20716
2019-10-19,37932,37891,28866
2019-10-20,37915,37889,17685
2019-10-21,37854,37886,21936
2019-10-22,37851,37883,22571
2019-10-23,37859,37884,27223
2019-10-24,37897,37884,19021
2019-10-25,37918,37885,23073
2019-10-26,37883,37882,30080
2019-10-27,37881,37879,19886
2019-10-28,37642,37868,23105
2019-10-29,37894,37868,9747
2019-10-30,38009,37873,11892
2019-10-31,38033,37877,26736
2019-11-01,37957,37880,19844
2019-11-02,37952,37883,25442
2019-11-03,37922,37884,8431
2019-11-04,37815,37881,24527
2019-11-05,37843,37879,16675
2019-11-06,37831,37876,22078
2019-11-07,37854,37875,21368
2019-11-08,37840,37874,29162
2019-11-09,37831,37875,29508
2019-11-10,37844,37876,8580
2019-11-11,37828,37875,5465
2019-11-12,37842,37875,20196
2019-11-13,37790,37872,15117
2019-11-14,37867,37873,22806
2019-11-15,37834,37871,30925
2019-11-16,37853,37871,39703
2019-11-17,37819,37869,16177
2019-11-18,37726,37862,35841
2019-11-19,37792,37858,19423
2019-11-20,37830,37857,1519
2019-11-21,37867,37858,15394
2019-11-22,37868,37858,30196
2019-11-23,37865,37857,28011
2019-11-24,37869,37856,23210
2019-11-25,37886,37856,13808
