Date,Daily Average,Six Month Average,Amount Traded
2019-08-18,29525,29546,29546
2019-08-19,29557,29543,21669
2019-08-20,29531,29541,17746
2019-08-21,29580,29541,19639
2019-08-22,29571,29540,25315
2019-08-23,29574,29539,16947
2019-08-24,29520,29536,32307
2019-08-25,29549,29534,13367
2019-08-26,29571,29533,23447
2019-08-27,29553,29533,16209
2019-08-28,29619,29539,1265
2019-08-29,29617,29543,1031
2019-08-30,29593,29545,27861
2019-08-31,29590,29545,11482
2019-09-01,29557,29546,8044
2019-09-02,29537,29546,11122
2019-09-03,29545,29548,29593
2019-09-04,29553,29549,8489
2019-09-05,29553,29551,17581
2019-09-06,29579,29552,11943
2019-09-07,29614,29554,27754
2019-09-08,29585,29556,18128
2019-09-09,29520,29553,15062
2019-09-10,29553,29554,13840
2019-09-11,29595,29560,23060
2019-09-12,29631,29565,15808
2019-09-13,29617,29568,15380
2019-09-14,29600,29570,22248
2019-09-15,29585,29570,24623
2019-09-16,29494,29568,21395
2019-09-17,29543,29569,18461
2019-09-18,29578,29570,9118
2019-09-19,29565,29571,15194
2019-09-20,29582,29571,13899
2019-09-21,29505,29569,23708
2019-09-22,29555,29568,19873
2019-09-23,29583,29570,25875
2019-09-24,29569,29571,9993
2019-09-25,29552,29570,21979
2019-09-26,29585,29571,24223
2019-09-27,29568,29570,12637
2019-09-28,29584,29569,25281
2019-09-29,29531,29566,13207
2019-09-30,29512,29564,14067
2019-10-01,29554,29564,7977
2019-10-02,29550,29564,10984
2019-10-03,29548,29564,17969
2019-10-04,29538,29564,16042
2019-10-05,29527,29563,24401
2019-10-06,29409,29557,8673
2019-10-07,29491,29553,15739
2019-10-08,29532,29551,22799
2019-10-09,29573,29553,9268
2019-10-10,29535,29553,22576
2019-10-11,29536,29551,16881
2019-10-12,29496,29546,19700
2019-10-13,29553,29544,1973
2019-10-14,29525,29541,25822
2019-10-15,29548,29540,13288
2019-10-16,29551,29542,5056
2019-10-17,29548,29542,11927
2019-10-18,29529,29541,23950
2019-10-19,29527,29539,29825
2019-10-20,29480,29536,15769
2019-10-21,29487,29535,15359
2019-10-22,29540,29535,19096
2019-10-23,29440,29530,22173
2019-10-24,29542,29529,17784
2019-10-25,29577,29530,19607
2019-10-26,29553,29529,25204
2019-10-27,29502,29527,18481
2019-10-28,29523,29525,24906
2019-10-29,29563,29526,10791
2019-10-30,29580,29528,15077
2019-10-31,29588,29529,19254
2019-11-01,29627,29532,18457
2019-11-02,29613,29534,22717
2019-11-03,29574,29535,6073
2019-11-04,29534,29535,19913
2019-11-05,29532,29539,11044
2019-11-06,29515,29540,15339
2019-11-07,29565,29541,16272
2019-11-08,29519,29540,20625
2019-11-09,29533,29540,25142
2019-11-10,29515,29539,5099
2019-11-11,29419,29536,2709
2019-11-12,29500,29534,13659
2019-11-13,29532,29535,15631
2019-11-14,29536,29534,17305
2019-11-15,29552,29534,20475
2019-11-16,29556,29535,28859
2019-11-17,29535,29535,8962
2019-11-18,29465,29533,23101
2019-11-19,29501,29533,13138
2019-11-20,29504,29534,2932
2019-11-21,29523,29533,10827
2019-11-22,29530,29536,20842
2019-11-23,29552,29537,22585
2019-11-24,29521,29535,19722
2019-11-25,29524,29534,8844
